invoice_code,customer_code,employee_code,timestamp,total_amount,payment_method
HDIP00634,KH00532,NV0022,2026-03-02 01:10:40.057836,7384551,Thẻ
HDIP00635,KH00504,NV0043,2026-03-01 23:02:40.057836,8446584,Thẻ
HDIP00636,KH00336,NV0031,2026-03-01 22:44:40.057836,5183978,Tiền mặt
HDIP00637,KH00195,NV0013,2026-03-02 05:37:40.057836,4174197,Thẻ
HDIP00638,KH00704,NV0046,2026-03-02 10:07:40.057836,2997350,Thẻ
HDIP00639,KH00557,NV0018,2026-03-02 06:12:40.057836,3534286,Thẻ
HDIP00640,KH00050,NV0037,2026-03-02 07:17:40.057836,7057490,Thẻ
HDIP00641,KH00242,NV0011,2026-03-02 02:52:40.057836,3185064,Chuyển khoản
HDIP00642,KH00989,NV0020,2026-03-02 03:44:40.057836,4344909,Tiền mặt
HDIP00643,KH00300,NV0041,2026-03-02 01:52:40.057836,9033199,Thẻ
HDIP00644,KH00050,NV0050,2026-03-02 08:25:40.057836,10693500,Tiền mặt
HDIP00645,KH00958,NV0045,2026-03-02 11:06:40.057836,7915680,Chuyển khoản
HDIP00646,KH00653,NV0004,2026-03-01 22:33:40.057836,1044211,Thẻ
HDIP00647,KH00485,NV0006,2026-03-02 04:59:40.057836,6649350,Thẻ
HDIP00648,KH00458,NV0028,2026-03-01 22:28:40.057836,9320796,Tiền mặt
HDIP00649,KH00371,NV0012,2026-03-02 07:22:40.057836,15258668,Tiền mặt
HDIP00650,KH00584,NV0007,2026-03-02 09:30:40.057836,2840154,Thẻ
HDIP00651,KH00036,NV0014,2026-03-02 05:51:40.057836,6565347,Chuyển khoản
HDIP00652,KH00466,NV0048,2026-03-01 22:13:40.057836,3839655,Thẻ
HDIP00653,KH00334,NV0003,2026-03-02 04:19:40.057836,1327526,Tiền mặt
HDIP00654,KH00273,NV0024,2026-03-02 02:36:40.057836,9303405,Chuyển khoản
HDIP00655,KH00127,NV0046,2026-03-02 02:18:40.057836,5297787,Chuyển khoản
HDIP00656,KH00407,NV0014,2026-03-02 06:50:40.057836,12464968,Thẻ
HDIP00657,KH00879,NV0045,2026-03-01 22:50:40.057836,13032442,Tiền mặt
HDIP00658,KH00677,NV0039,2026-03-02 05:20:40.057836,8243394,Thẻ
HDIP00659,KH00886,NV0018,2026-03-02 09:47:40.057836,5505104,Tiền mặt
HDIP00660,KH00454,NV0044,2026-03-02 02:43:40.057836,11459689,Tiền mặt
HDIP00661,KH00111,NV0036,2026-03-02 01:18:40.057836,8413836,Thẻ
HDIP00662,KH00115,NV0020,2026-03-02 03:56:40.057836,1429091,Thẻ
HDIP00663,KH00447,NV0028,2026-03-02 05:45:40.057836,9695489,Thẻ
HDIP00664,KH00407,NV0030,2026-03-02 02:15:40.057836,3426716,Thẻ
HDIP00665,KH00591,NV0018,2026-03-02 06:44:40.057836,6102803,Thẻ
HDIP00666,KH00953,NV0021,2026-03-02 08:29:40.057836,1288384,Tiền mặt
HDIP00667,KH00877,NV0030,2026-03-02 08:56:40.057836,289846,Tiền mặt
HDIP00668,KH00066,NV0048,2026-03-02 03:26:40.057836,8124894,Thẻ
HDIP00669,KH00272,NV0044,2026-03-02 08:05:40.057836,6261060,Chuyển khoản
HDIP00670,KH00492,NV0037,2026-03-01 23:11:40.057836,14130422,Thẻ
HDIP00671,KH00439,NV0035,2026-03-02 08:49:40.057836,6473700,Chuyển khoản
HDIP00672,KH00828,NV0029,2026-03-02 08:43:40.057836,10743995,Tiền mặt
HDIP00673,KH00101,NV0017,2026-03-02 09:32:40.057836,7429941,Chuyển khoản
HDIP00674,KH00902,NV0008,2026-03-01 23:05:40.057836,6641807,Thẻ
HDIP00675,KH00131,NV0007,2026-03-02 02:51:40.057836,7122436,Tiền mặt
HDIP00676,KH00914,NV0030,2026-03-02 04:40:40.057836,4191558,Thẻ
HDIP00677,KH00568,NV0041,2026-03-01 23:58:40.057836,1455921,Chuyển khoản
HDIP00678,KH00100,NV0034,2026-03-02 10:53:40.057836,2402139,Chuyển khoản
HDIP00679,KH00581,NV0028,2026-03-02 07:11:40.057836,14484170,Tiền mặt
HDIP00680,KH00573,NV0029,2026-03-02 07:26:40.057836,9191104,Thẻ
HDIP00681,KH00353,NV0031,2026-03-02 02:35:40.057836,279700,Chuyển khoản
HDIP00682,KH00114,NV0005,2026-03-02 09:46:40.057836,10016833,Tiền mặt
HDIP00683,KH00164,NV0019,2026-03-01 22:30:40.057836,3752294,Thẻ
HDIP00684,KH00824,NV0019,2026-03-02 07:03:40.057836,485930,Chuyển khoản
HDIP00685,KH00783,NV0009,2026-03-02 10:41:40.057836,3027240,Chuyển khoản
HDIP00686,KH00153,NV0023,2026-03-02 03:04:40.057836,7837920,Thẻ
HDIP00687,KH00260,NV0022,2026-03-02 03:19:40.057836,8619372,Tiền mặt
HDIP00688,KH00618,NV0009,2026-03-02 11:09:40.057836,2583625,Tiền mặt
HDIP00689,KH00837,NV0006,2026-03-02 02:55:40.057836,1109832,Chuyển khoản
HDIP00690,KH00139,NV0046,2026-03-02 11:01:40.057836,13692644,Thẻ
HDIP00691,KH00031,NV0028,2026-03-02 07:27:40.057836,1765400,Chuyển khoản
HDIP00692,KH00387,NV0048,2026-03-02 05:50:40.057836,18978489,Tiền mặt
HDIP00693,KH00954,NV0006,2026-03-02 00:32:40.057836,2326213,Tiền mặt
HDIP00694,KH00258,NV0048,2026-03-01 22:56:40.057836,10845375,Thẻ
HDIP00695,KH00702,NV0001,2026-03-02 00:22:40.057836,12253261,Thẻ
HDIP00696,KH00319,NV0046,2026-03-02 06:16:40.057836,11410399,Tiền mặt
HDIP00697,KH00996,NV0026,2026-03-02 07:15:40.057836,22562579,Chuyển khoản
HDIP00698,KH00832,NV0030,2026-03-02 10:30:40.057836,7581227,Tiền mặt
HDIP00699,KH00982,NV0049,2026-03-02 09:10:40.057836,3647296,Tiền mặt
HDIP00700,KH00168,NV0032,2026-03-02 08:26:40.057836,1455090,Thẻ
HDIP00701,KH00976,NV0018,2026-03-02 04:56:40.057836,4650421,Thẻ
HDIP00702,KH00583,NV0049,2026-03-02 08:43:40.057836,7792919,Chuyển khoản
HDIP00703,KH00398,NV0021,2026-03-02 01:53:40.057836,13683966,Chuyển khoản
HDIP00704,KH00606,NV0003,2026-03-01 22:12:40.057836,13903214,Tiền mặt
HDIP00705,KH00985,NV0002,2026-03-02 08:58:40.057836,4295922,Thẻ
HDIP00706,KH00729,NV0036,2026-03-02 10:34:40.057836,6221971,Tiền mặt
HDIP00707,KH00082,NV0041,2026-03-01 22:49:40.057836,8047223,Tiền mặt
HDIP00708,KH00740,NV0042,2026-03-02 09:19:40.057836,7596055,Chuyển khoản
HDIP00709,KH00286,NV0011,2026-03-01 23:33:40.057836,7913676,Thẻ
HDIP00710,KH00819,NV0048,2026-03-02 01:36:40.057836,326394,Thẻ
HDIP00711,KH00422,NV0027,2026-03-02 03:31:40.057836,13740473,Thẻ
HDIP00712,KH00934,NV0030,2026-03-01 23:29:40.057836,6929163,Tiền mặt
HDIP00713,KH00248,NV0012,2026-03-01 23:56:40.057836,5531536,Tiền mặt
HDIP00714,KH00664,NV0025,2026-03-02 06:00:40.057836,7319021,Thẻ
HDIP00715,KH00976,NV0045,2026-03-02 05:55:40.057836,13730609,Tiền mặt
HDIP00716,KH00417,NV0020,2026-03-02 08:19:40.057836,11225653,Thẻ
HDIP00717,KH00362,NV0033,2026-03-02 01:32:40.057836,21421875,Chuyển khoản
HDIP00718,KH00516,NV0015,2026-03-02 10:12:40.057836,6473700,Chuyển khoản
HDIP00719,KH00958,NV0023,2026-03-02 03:17:40.057836,5588288,Tiền mặt
HDIP00720,KH00550,NV0023,2026-03-02 06:10:40.057836,2929518,Thẻ
HDIP00721,KH00341,NV0007,2026-03-02 07:31:40.057836,6012507,Tiền mặt
HDIP00722,KH00862,NV0030,2026-03-02 09:56:40.057836,2820485,Thẻ
HDIP00723,KH00115,NV0002,2026-03-02 03:03:40.057836,7037360,Thẻ
HDIP00724,KH00398,NV0008,2026-03-02 03:17:40.057836,17434894,Tiền mặt
HDIP00725,KH00686,NV0047,2026-03-02 08:40:40.057836,7532482,Chuyển khoản
HDIP00726,KH00284,NV0012,2026-03-02 00:58:40.057836,11605131,Thẻ
HDIP00727,KH00378,NV0047,2026-03-02 10:27:40.057836,9052841,Chuyển khoản
HDIP00728,KH00630,NV0042,2026-03-01 22:24:40.057836,4695910,Chuyển khoản
HDIP00729,KH00216,NV0043,2026-03-03 01:19:40.057836,12636046,Tiền mặt
HDIP00730,KH00233,NV0043,2026-03-03 03:13:40.057836,2568515,Tiền mặt
HDIP00731,KH00966,NV0004,2026-03-03 06:17:40.057836,743356,Chuyển khoản
HDIP00732,KH00819,NV0033,2026-03-03 09:17:40.057836,6784225,Thẻ
HDIP00733,KH00706,NV0019,2026-03-03 03:39:40.057836,504540,Chuyển khoản
HDIP00734,KH00968,NV0003,2026-03-02 22:52:40.057836,4629126,Tiền mặt
HDIP00735,KH00067,NV0029,2026-03-03 06:11:40.057836,5483678,Tiền mặt
HDIP00736,KH00117,NV0018,2026-03-02 23:33:40.057836,5830879,Chuyển khoản
HDIP00737,KH00252,NV0048,2026-03-02 22:53:40.057836,10964537,Tiền mặt
HDIP00738,KH00834,NV0029,2026-03-03 00:46:40.057836,7768928,Chuyển khoản
HDIP00739,KH00189,NV0003,2026-03-03 08:19:40.057836,12037068,Thẻ
HDIP00740,KH00178,NV0037,2026-03-03 06:22:40.057836,5018925,Chuyển khoản
HDIP00741,KH00078,NV0020,2026-03-03 06:53:40.057836,7444194,Tiền mặt
HDIP00742,KH00704,NV0002,2026-03-03 05:54:40.057836,867683,Tiền mặt
HDIP00743,KH00765,NV0013,2026-03-03 02:58:40.057836,6643053,Tiền mặt
HDIP00744,KH00203,NV0021,2026-03-03 04:56:40.057836,10489251,Tiền mặt
HDIP00745,KH00290,NV0037,2026-03-03 09:00:40.057836,6399690,Thẻ
HDIP00746,KH00729,NV0040,2026-03-02 22:53:40.057836,7273698,Chuyển khoản
HDIP00747,KH00275,NV0048,2026-03-03 04:21:40.057836,10316204,Thẻ
HDIP00748,KH00669,NV0030,2026-03-03 09:30:40.057836,8841790,Chuyển khoản
HDIP00749,KH00540,NV0002,2026-03-03 02:32:40.057836,12837519,Chuyển khoản
HDIP00750,KH00312,NV0016,2026-03-02 22:36:40.057836,9909883,Thẻ
HDIP00751,KH00195,NV0048,2026-03-03 06:27:40.057836,1155928,Chuyển khoản
HDIP00752,KH00815,NV0027,2026-03-03 00:41:40.057836,5141765,Chuyển khoản
HDIP00753,KH00530,NV0002,2026-03-03 02:12:40.057836,8646550,Tiền mặt
HDIP00754,KH00350,NV0021,2026-03-03 02:23:40.057836,6378421,Thẻ
HDIP00755,KH00430,NV0020,2026-03-03 09:11:40.057836,6707543,Tiền mặt
HDIP00756,KH00033,NV0003,2026-03-03 10:55:40.057836,5115230,Tiền mặt
HDIP00757,KH00760,NV0015,2026-03-03 06:49:40.057836,5179275,Chuyển khoản
HDIP00758,KH00086,NV0042,2026-03-03 08:46:40.057836,10353110,Tiền mặt
HDIP00759,KH00370,NV0007,2026-03-03 09:08:40.057836,5383046,Thẻ
HDIP00760,KH00142,NV0019,2026-03-03 06:53:40.057836,7249468,Thẻ
HDIP00761,KH00294,NV0006,2026-03-03 00:56:40.057836,7140577,Thẻ
HDIP00762,KH00613,NV0029,2026-03-02 23:25:40.057836,13483342,Tiền mặt
HDIP00763,KH00492,NV0050,2026-03-03 05:12:40.057836,7521698,Chuyển khoản
HDIP00764,KH00567,NV0016,2026-03-03 07:00:40.057836,5747727,Tiền mặt
HDIP00765,KH00231,NV0038,2026-03-03 05:04:40.057836,2276307,Tiền mặt
HDIP00766,KH00994,NV0019,2026-03-03 03:36:40.057836,8694299,Chuyển khoản
HDIP00767,KH00017,NV0029,2026-03-03 09:14:40.057836,1388554,Chuyển khoản
HDIP00768,KH00374,NV0038,2026-03-03 08:32:40.057836,1869155,Thẻ
HDIP00769,KH00401,NV0012,2026-03-03 05:59:40.057836,4694006,Chuyển khoản
HDIP00770,KH00507,NV0012,2026-03-02 23:32:40.057836,2554584,Chuyển khoản
HDIP00771,KH00681,NV0012,2026-03-03 04:16:40.057836,1210929,Chuyển khoản
HDIP00772,KH00507,NV0049,2026-03-03 10:21:40.057836,412918,Thẻ
HDIP00773,KH00306,NV0018,2026-03-03 09:30:40.057836,3724614,Tiền mặt
HDIP00774,KH00584,NV0010,2026-03-03 08:52:40.057836,12055620,Thẻ
HDIP00775,KH00306,NV0043,2026-03-03 10:12:40.057836,1131145,Tiền mặt
HDIP00776,KH00038,NV0002,2026-03-03 08:45:40.057836,2688752,Tiền mặt
HDIP00777,KH00116,NV0017,2026-03-03 09:47:40.057836,5965982,Thẻ
HDIP00778,KH00099,NV0021,2026-03-03 08:00:40.057836,2721252,Thẻ
HDIP00779,KH00650,NV0022,2026-03-02 23:56:40.057836,4705243,Tiền mặt
HDIP00780,KH00326,NV0027,2026-03-02 23:08:40.057836,8277684,Tiền mặt
HDIP00781,KH00252,NV0022,2026-03-03 03:29:40.057836,11304756,Tiền mặt
HDIP00782,KH00870,NV0015,2026-03-02 23:22:40.057836,5009205,Chuyển khoản
HDIP00783,KH00474,NV0036,2026-03-02 23:59:40.057836,5536561,Tiền mặt
HDIP00784,KH00155,NV0036,2026-03-02 22:31:40.057836,9211973,Tiền mặt
HDIP00785,KH00358,NV0025,2026-03-03 04:31:40.057836,9399454,Tiền mặt
HDIP00786,KH00596,NV0033,2026-03-03 07:40:40.057836,2494067,Tiền mặt
HDIP00787,KH00422,NV0012,2026-03-03 01:32:40.057836,2631760,Chuyển khoản
HDIP00788,KH00384,NV0030,2026-03-03 06:09:40.057836,4000196,Chuyển khoản
HDIP00789,KH00066,NV0012,2026-03-03 08:36:40.057836,6726096,Chuyển khoản
HDIP00790,KH00492,NV0009,2026-03-03 01:52:40.057836,3930141,Tiền mặt
HDIP00791,KH00244,NV0001,2026-03-03 07:03:40.057836,15523819,Chuyển khoản
HDIP00792,KH00209,NV0002,2026-03-03 01:07:40.057836,7935642,Chuyển khoản
HDIP00793,KH00994,NV0009,2026-03-03 01:11:40.057836,5768635,Chuyển khoản
HDIP00794,KH00912,NV0039,2026-03-03 06:18:40.057836,4377615,Thẻ
HDIP00795,KH00427,NV0050,2026-03-03 10:19:40.057836,5531074,Tiền mặt
HDIP00796,KH00770,NV0025,2026-03-02 22:16:40.057836,21262554,Thẻ
HDIP00797,KH00519,NV0049,2026-03-03 05:02:40.057836,5018918,Chuyển khoản
HDIP00798,KH00329,NV0041,2026-03-03 07:13:40.057836,5269074,Thẻ
HDIP00799,KH00271,NV0033,2026-03-03 10:39:40.057836,557562,Tiền mặt
HDIP00800,KH00845,NV0016,2026-03-03 07:58:40.057836,6570441,Chuyển khoản
HDIP00801,KH00687,NV0026,2026-03-03 11:10:40.057836,3348966,Tiền mặt
HDIP00802,KH00238,NV0015,2026-03-03 08:34:40.057836,10887899,Chuyển khoản
HDIP00803,KH00837,NV0022,2026-03-03 05:51:40.057836,7882270,Tiền mặt
HDIP00804,KH00785,NV0047,2026-03-03 00:37:40.057836,11617572,Tiền mặt
HDIP00805,KH00119,NV0036,2026-03-02 23:13:40.057836,1901192,Thẻ
HDIP00806,KH00170,NV0017,2026-03-03 05:53:40.057836,7585597,Thẻ
HDIP00807,KH00520,NV0031,2026-03-03 03:13:40.057836,6990109,Thẻ
HDIP00808,KH00614,NV0046,2026-03-03 01:13:40.057836,2738440,Chuyển khoản
HDIP00809,KH00549,NV0040,2026-03-03 09:24:40.057836,8615884,Tiền mặt
HDIP00810,KH00210,NV0018,2026-03-03 01:32:40.057836,929547,Chuyển khoản
HDIP00811,KH00343,NV0049,2026-03-03 10:54:40.057836,5471025,Chuyển khoản
HDIP00812,KH00810,NV0026,2026-03-03 01:19:40.057836,4569848,Tiền mặt
HDIP00813,KH00094,NV0016,2026-03-03 10:56:40.057836,6722020,Thẻ
HDIP00814,KH00380,NV0040,2026-03-03 00:12:40.057836,10388845,Tiền mặt
HDIP00815,KH00127,NV0031,2026-03-02 23:18:40.057836,2615487,Tiền mặt
HDIP00816,KH00407,NV0007,2026-03-03 05:33:40.057836,8715608,Thẻ
HDIP00817,KH00711,NV0024,2026-03-03 07:55:40.057836,6952207,Thẻ
HDIP00818,KH00371,NV0044,2026-03-03 07:47:40.057836,2517920,Tiền mặt
HDIP00819,KH00617,NV0008,2026-03-03 04:26:40.057836,6789573,Thẻ
HDIP00820,KH00597,NV0048,2026-03-03 09:47:40.057836,4856438,Chuyển khoản
HDIP00821,KH00785,NV0002,2026-03-03 10:07:40.057836,3624649,Chuyển khoản
HDIP00822,KH00414,NV0009,2026-03-03 06:39:40.057836,6156725,Thẻ
HDIP00823,KH00776,NV0006,2026-03-02 23:10:40.057836,6165617,Tiền mặt
HDIP00824,KH00897,NV0021,2026-03-03 01:51:40.057836,383075,Thẻ
HDIP00825,KH00798,NV0048,2026-03-02 22:15:40.057836,11551790,Thẻ
HDIP00826,KH00227,NV0018,2026-03-03 10:26:40.057836,16932439,Tiền mặt
HDIP00827,KH00779,NV0001,2026-03-03 09:59:40.057836,9718730,Chuyển khoản
HDIP00828,KH00240,NV0001,2026-03-03 06:45:40.057836,7568006,Thẻ
HDIP00829,KH00312,NV0014,2026-03-03 05:59:40.057836,11510552,Thẻ
HDIP00830,KH00335,NV0049,2026-03-03 02:22:40.057836,14511672,Tiền mặt
HDIP00831,KH00414,NV0031,2026-03-03 06:58:40.057836,7010907,Chuyển khoản
HDIP00832,KH00630,NV0035,2026-03-03 09:19:40.057836,7340075,Tiền mặt
HDIP00833,KH00246,NV0005,2026-03-03 06:58:40.057836,4945892,Chuyển khoản
HDIP00834,KH00441,NV0016,2026-03-02 22:17:40.057836,12555711,Thẻ
HDIP00835,KH00062,NV0023,2026-03-03 09:25:40.057836,216714,Chuyển khoản
HDIP00836,KH00864,NV0049,2026-03-03 02:09:40.057836,5366764,Thẻ
HDIP00837,KH00889,NV0015,2026-03-03 10:16:40.057836,4991392,Thẻ
HDIP00838,KH00654,NV0048,2026-03-03 02:46:40.057836,3368819,Chuyển khoản
HDIP00839,KH00674,NV0026,2026-03-03 04:00:40.057836,922292,Tiền mặt
HDIP00840,KH00742,NV0032,2026-03-03 00:21:40.057836,11821112,Thẻ
HDIP00841,KH00506,NV0044,2026-03-03 06:38:40.057836,8177673,Chuyển khoản
HDIP00842,KH00928,NV0010,2026-03-03 00:47:40.057836,2093540,Chuyển khoản
HDIP00843,KH00307,NV0018,2026-03-03 02:16:40.057836,783624,Thẻ
HDIP00844,KH00394,NV0041,2026-03-03 09:19:40.057836,11632672,Tiền mặt
HDIP00845,KH00794,NV0022,2026-03-03 01:36:40.057836,13245072,Thẻ
HDIP00846,KH00346,NV0037,2026-03-03 07:31:40.057836,8453935,Thẻ
HDIP00847,KH00063,NV0028,2026-03-04 01:14:40.057836,7878896,Chuyển khoản
HDIP00848,KH00133,NV0050,2026-03-04 05:01:40.057836,7113305,Tiền mặt
HDIP00849,KH00816,NV0024,2026-03-04 02:19:40.057836,7688656,Chuyển khoản
HDIP00850,KH00006,NV0010,2026-03-04 07:47:40.057836,7820615,Chuyển khoản
HDIP00851,KH00423,NV0040,2026-03-04 04:29:40.057836,17586500,Tiền mặt
HDIP00852,KH00479,NV0030,2026-03-04 08:36:40.057836,349298,Thẻ
HDIP00853,KH00833,NV0038,2026-03-04 03:46:40.057836,10676863,Thẻ
HDIP00854,KH00582,NV0006,2026-03-04 06:57:40.057836,14955198,Chuyển khoản
HDIP00855,KH00693,NV0017,2026-03-04 09:01:40.057836,8192855,Tiền mặt
HDIP00856,KH00645,NV0009,2026-03-03 23:31:40.057836,2475154,Chuyển khoản
HDIP00857,KH00240,NV0044,2026-03-04 04:42:40.057836,5454423,Tiền mặt
HDIP00858,KH00913,NV0038,2026-03-03 23:02:40.057836,13832670,Tiền mặt
HDIP00859,KH00060,NV0005,2026-03-04 08:40:40.057836,5849393,Thẻ
HDIP00860,KH00306,NV0040,2026-03-04 09:14:40.057836,7500469,Thẻ
HDIP00861,KH00067,NV0042,2026-03-04 04:52:40.057836,319055,Tiền mặt
HDIP00862,KH00513,NV0049,2026-03-04 00:02:40.057836,12684862,Thẻ
HDIP00863,KH00946,NV0019,2026-03-04 00:52:40.057836,15658380,Chuyển khoản
HDIP00864,KH00359,NV0041,2026-03-04 07:18:40.057836,4030303,Thẻ
HDIP00865,KH00769,NV0044,2026-03-03 23:38:40.057836,12429878,Chuyển khoản
HDIP00866,KH00948,NV0022,2026-03-04 07:41:40.057836,6751032,Tiền mặt
HDIP00867,KH00634,NV0034,2026-03-04 09:36:40.057836,4767279,Tiền mặt
HDIP00868,KH00198,NV0019,2026-03-04 02:27:40.057836,3280699,Tiền mặt
HDIP00869,KH00250,NV0040,2026-03-04 01:29:40.057836,10480740,Chuyển khoản
HDIP00870,KH00215,NV0024,2026-03-04 03:17:40.057836,3957516,Chuyển khoản
HDIP00871,KH00945,NV0010,2026-03-04 02:47:40.057836,549078,Tiền mặt
HDIP00872,KH00222,NV0004,2026-03-03 23:27:40.057836,9902017,Tiền mặt
HDIP00873,KH00034,NV0010,2026-03-04 03:37:40.057836,5286798,Chuyển khoản
HDIP00874,KH00810,NV0021,2026-03-04 00:13:40.057836,2050368,Chuyển khoản
HDIP00875,KH00607,NV0031,2026-03-04 03:57:40.057836,2603876,Chuyển khoản
HDIP00876,KH00511,NV0048,2026-03-04 00:02:40.057836,297836,Tiền mặt
HDIP00877,KH00362,NV0017,2026-03-03 23:20:40.057836,1870255,Tiền mặt
HDIP00878,KH00179,NV0029,2026-03-04 02:07:40.057836,1151612,Thẻ
HDIP00879,KH00480,NV0024,2026-03-04 11:03:40.057836,1025420,Thẻ
HDIP00880,KH00766,NV0044,2026-03-04 08:19:40.057836,10702372,Chuyển khoản
HDIP00881,KH00132,NV0028,2026-03-04 08:23:40.057836,9991102,Tiền mặt
HDIP00882,KH00064,NV0014,2026-03-04 00:46:40.057836,4494768,Tiền mặt
HDIP00883,KH00711,NV0015,2026-03-04 07:07:40.057836,5891826,Chuyển khoản
HDIP00884,KH00039,NV0006,2026-03-04 02:59:40.057836,4781664,Chuyển khoản
HDIP00885,KH00140,NV0043,2026-03-04 07:38:40.057836,13412470,Tiền mặt
HDIP00886,KH00003,NV0033,2026-03-04 07:41:40.057836,5337540,Tiền mặt
HDIP00887,KH00626,NV0015,2026-03-04 06:22:40.057836,3429198,Tiền mặt
HDIP00888,KH00938,NV0043,2026-03-04 02:35:40.057836,4802490,Tiền mặt
HDIP00889,KH00351,NV0025,2026-03-03 23:41:40.057836,2121090,Tiền mặt
HDIP00890,KH00964,NV0015,2026-03-04 04:38:40.057836,4244990,Chuyển khoản
HDIP00891,KH00724,NV0005,2026-03-03 22:35:40.057836,1943829,Thẻ
HDIP00892,KH00512,NV0018,2026-03-04 05:04:40.057836,4289142,Thẻ
HDIP00893,KH00483,NV0028,2026-03-04 05:26:40.057836,3499779,Thẻ
HDIP00894,KH00835,NV0030,2026-03-03 23:39:40.057836,10208656,Thẻ
HDIP00895,KH00323,NV0018,2026-03-04 04:49:40.057836,5848690,Chuyển khoản
HDIP00896,KH00674,NV0022,2026-03-04 10:55:40.057836,3775410,Thẻ
HDIP00897,KH00514,NV0025,2026-03-04 10:48:40.057836,1470906,Tiền mặt
HDIP00898,KH00072,NV0016,2026-03-04 11:08:40.057836,694857,Thẻ
HDIP00899,KH00969,NV0026,2026-03-04 09:23:40.057836,3132493,Chuyển khoản
HDIP00900,KH00419,NV0015,2026-03-03 23:39:40.057836,5104794,Thẻ
HDIP00901,KH00563,NV0013,2026-03-04 02:29:40.057836,6234980,Thẻ
HDIP00902,KH00020,NV0036,2026-03-03 22:46:40.057836,8031500,Chuyển khoản
HDIP00903,KH00727,NV0026,2026-03-04 06:58:40.057836,498615,Thẻ
HDIP00904,KH00805,NV0036,2026-03-04 10:00:40.057836,1731357,Chuyển khoản
HDIP00905,KH00263,NV0041,2026-03-03 22:19:40.057836,2739286,Tiền mặt
HDIP00906,KH00670,NV0049,2026-03-03 23:48:40.057836,2637036,Thẻ
HDIP00907,KH00860,NV0018,2026-03-03 22:30:40.057836,1230220,Thẻ
HDIP00908,KH00610,NV0011,2026-03-03 23:58:40.057836,12506738,Chuyển khoản
HDIP00909,KH00077,NV0021,2026-03-04 01:51:40.057836,5603506,Chuyển khoản
HDIP00910,KH00088,NV0024,2026-03-04 08:54:40.057836,10772661,Chuyển khoản
HDIP00911,KH00904,NV0013,2026-03-04 06:51:40.057836,7358555,Chuyển khoản
HDIP00912,KH00416,NV0043,2026-03-04 03:24:40.057836,4126761,Chuyển khoản
HDIP00913,KH00176,NV0006,2026-03-04 03:57:40.057836,7081325,Chuyển khoản
HDIP00914,KH00473,NV0020,2026-03-04 05:44:40.057836,168111,Chuyển khoản
HDIP00915,KH00819,NV0016,2026-03-05 04:35:40.057836,5252264,Chuyển khoản
HDIP00916,KH00484,NV0009,2026-03-05 09:03:40.057836,2357685,Tiền mặt
HDIP00917,KH00978,NV0003,2026-03-05 07:09:40.057836,10214855,Tiền mặt
HDIP00918,KH00300,NV0050,2026-03-05 03:45:40.057836,3037530,Tiền mặt
HDIP00919,KH00253,NV0019,2026-03-05 04:59:40.057836,13695029,Chuyển khoản
HDIP00920,KH00263,NV0007,2026-03-05 03:11:40.057836,7139088,Chuyển khoản
HDIP00921,KH00655,NV0033,2026-03-05 09:02:40.057836,2768181,Tiền mặt
HDIP00922,KH00198,NV0046,2026-03-05 00:44:40.057836,3610418,Thẻ
HDIP00923,KH00684,NV0044,2026-03-05 01:12:40.057836,2969160,Tiền mặt
HDIP00924,KH00181,NV0037,2026-03-05 07:26:40.057836,6839836,Tiền mặt
HDIP00925,KH00795,NV0006,2026-03-05 06:24:40.057836,9594304,Chuyển khoản
HDIP00926,KH00133,NV0018,2026-03-05 09:31:40.057836,6111937,Tiền mặt
HDIP00927,KH00782,NV0033,2026-03-05 02:03:40.057836,2993503,Tiền mặt
HDIP00928,KH00010,NV0034,2026-03-05 02:13:40.057836,9559800,Tiền mặt
HDIP00929,KH00684,NV0031,2026-03-05 08:46:40.057836,4145749,Chuyển khoản
HDIP00930,KH00848,NV0014,2026-03-05 09:31:40.057836,11105415,Thẻ
HDIP00931,KH00674,NV0022,2026-03-05 10:48:40.057836,12290427,Chuyển khoản
HDIP00932,KH00980,NV0017,2026-03-04 23:02:40.057836,4396335,Thẻ
HDIP00933,KH00052,NV0014,2026-03-05 05:10:40.057836,3195792,Chuyển khoản
HDIP00934,KH00454,NV0046,2026-03-05 01:54:40.057836,1361090,Thẻ
HDIP00935,KH00710,NV0011,2026-03-05 00:32:40.057836,2458832,Chuyển khoản
HDIP00936,KH00992,NV0009,2026-03-05 05:40:40.057836,15076327,Thẻ
HDIP00937,KH00253,NV0046,2026-03-04 23:53:40.057836,156190,Thẻ
HDIP00938,KH00972,NV0046,2026-03-05 01:28:40.057836,12244191,Thẻ
HDIP00939,KH00925,NV0019,2026-03-05 10:29:40.057836,2142244,Thẻ
HDIP00940,KH00085,NV0023,2026-03-05 07:59:40.057836,1773755,Thẻ
HDIP00941,KH00836,NV0014,2026-03-05 08:20:40.057836,5939202,Chuyển khoản
HDIP00942,KH00212,NV0029,2026-03-05 01:54:40.057836,1528148,Chuyển khoản
HDIP00943,KH00376,NV0012,2026-03-05 09:46:40.057836,2275602,Tiền mặt
HDIP00944,KH00015,NV0034,2026-03-05 05:11:40.057836,1889287,Tiền mặt
HDIP00945,KH00874,NV0009,2026-03-05 08:45:40.057836,2211486,Chuyển khoản
HDIP00946,KH00712,NV0047,2026-03-04 22:55:40.057836,88062,Thẻ
