invoice_code,product_code,quantity,unit_price,line_total
HDIP00599,SP00064,8,62405,499240
HDIP00599,SP00318,3,672188,2016564
HDIP00599,SP00345,5,64030,320150
HDIP00600,SP00167,10,512433,5124330
HDIP00600,SP00348,3,323870,971610
HDIP00600,SP00092,10,284169,2841690
HDIP00600,SP00475,6,576672,3460032
HDIP00600,SP00464,8,578385,4627080
HDIP00601,SP00465,3,232358,697074
HDIP00601,SP00014,6,412918,2477508
HDIP00602,SP00032,9,723919,6515271
HDIP00602,SP00186,3,373486,1120458
HDIP00602,SP00014,4,412918,1651672
HDIP00602,SP00357,6,835890,5015340
HDIP00603,SP00429,5,462537,2312685
HDIP00604,SP00419,4,445478,1781912
HDIP00604,SP00471,5,546488,2732440
HDIP00605,SP00234,7,160876,1126132
HDIP00605,SP00060,4,481331,1925324
HDIP00606,SP00001,8,39451,315608
HDIP00607,SP00297,2,429829,859658
HDIP00607,SP00488,7,475493,3328451
HDIP00607,SP00288,9,577119,5194071
HDIP00608,SP00422,8,294837,2358696
HDIP00608,SP00306,6,707608,4245648
HDIP00609,SP00137,9,385250,3467250
HDIP00610,SP00197,4,644239,2576956
HDIP00611,SP00133,2,381436,762872
HDIP00612,SP00063,7,470876,3296132
HDIP00612,SP00280,4,815555,3262220
HDIP00613,SP00136,6,235872,1415232
HDIP00613,SP00277,9,272667,2454003
HDIP00614,SP00276,6,597450,3584700
HDIP00614,SP00307,3,449124,1347372
HDIP00614,SP00163,3,402088,1206264
HDIP00615,SP00086,8,624079,4992632
HDIP00615,SP00460,5,433065,2165325
HDIP00615,SP00172,5,426366,2131830
HDIP00615,SP00066,5,124537,622685
HDIP00615,SP00260,5,331130,1655650
HDIP00616,SP00159,4,66845,267380
HDIP00616,SP00445,9,97858,880722
HDIP00616,SP00406,8,469201,3753608
HDIP00616,SP00218,2,30029,60058
HDIP00617,SP00338,3,496110,1488330
HDIP00617,SP00259,4,376527,1506108
HDIP00617,SP00443,7,444397,3110779
HDIP00617,SP00004,6,78369,470214
HDIP00618,SP00485,6,492035,2952210
HDIP00618,SP00209,10,581170,5811700
HDIP00618,SP00125,6,392597,2355582
HDIP00618,SP00202,9,354751,3192759
HDIP00619,SP00010,8,85724,685792
HDIP00619,SP00147,10,840960,8409600
HDIP00620,SP00184,5,601036,3005180
HDIP00620,SP00024,8,304051,2432408
HDIP00620,SP00119,9,151147,1360323
HDIP00620,SP00368,4,328017,1312068
HDIP00621,SP00469,3,413093,1239279
HDIP00621,SP00127,7,56544,395808
HDIP00622,SP00252,5,88256,441280
HDIP00622,SP00059,8,194135,1553080
HDIP00623,SP00482,7,480249,3361743
HDIP00623,SP00260,2,331130,662260
HDIP00623,SP00051,10,706442,7064420
HDIP00623,SP00321,4,743356,2973424
HDIP00624,SP00190,7,828610,5800270
HDIP00624,SP00451,1,50156,50156
HDIP00624,SP00354,5,597802,2989010
HDIP00624,SP00401,3,20772,62316
HDIP00625,SP00099,8,426341,3410728
HDIP00626,SP00123,1,168111,168111
HDIP00626,SP00246,6,446693,2680158
HDIP00627,SP00138,4,427786,1711144
HDIP00627,SP00024,3,304051,912153
HDIP00627,SP00057,9,159247,1433223
HDIP00628,SP00271,5,746156,3730780
HDIP00628,SP00145,3,662420,1987260
HDIP00628,SP00305,3,455927,1367781
HDIP00628,SP00299,2,571108,1142216
HDIP00628,SP00080,5,112095,560475
HDIP00629,SP00376,9,877434,7896906
HDIP00630,SP00347,1,193616,193616
HDIP00630,SP00493,9,579313,5213817
HDIP00631,SP00008,9,564479,5080311
HDIP00632,SP00442,4,127378,509512
HDIP00633,SP00415,9,861324,7751916
HDIP00634,SP00279,9,510513,4594617
HDIP00634,SP00327,6,464989,2789934
HDIP00635,SP00254,10,272218,2722180
HDIP00635,SP00321,2,743356,1486712
HDIP00635,SP00275,5,731262,3656310
HDIP00635,SP00115,3,193794,581382
HDIP00636,SP00406,3,469201,1407603
HDIP00636,SP00090,7,76615,536305
HDIP00636,SP00191,8,304098,2432784
HDIP00636,SP00005,2,403643,807286
HDIP00637,SP00390,10,300359,3003590
HDIP00637,SP00197,1,644239,644239
HDIP00637,SP00401,4,20772,83088
HDIP00637,SP00292,2,221640,443280
HDIP00638,SP00177,7,259642,1817494
HDIP00638,SP00257,3,226229,678687
HDIP00638,SP00316,1,501169,501169
HDIP00639,SP00070,7,110642,774494
HDIP00639,SP00208,5,187393,936965
HDIP00639,SP00306,1,707608,707608
HDIP00639,SP00031,1,579473,579473
HDIP00639,SP00408,3,178582,535746
HDIP00640,SP00437,10,705749,7057490
HDIP00641,SP00414,1,431267,431267
HDIP00641,SP00198,7,329239,2304673
HDIP00641,SP00307,1,449124,449124
HDIP00642,SP00261,4,495274,1981096
HDIP00642,SP00168,6,356264,2137584
HDIP00642,SP00257,1,226229,226229
HDIP00643,SP00186,6,373486,2240916
HDIP00643,SP00102,8,666569,5332552
HDIP00643,SP00312,7,208533,1459731
HDIP00644,SP00146,6,176619,1059714
HDIP00644,SP00060,5,481331,2406655
HDIP00644,SP00256,4,43788,175152
HDIP00644,SP00207,5,438408,2192040
HDIP00644,SP00420,7,694277,4859939
HDIP00645,SP00042,1,561360,561360
HDIP00645,SP00250,9,473332,4259988
HDIP00645,SP00267,6,515722,3094332
HDIP00646,SP00448,7,149173,1044211
HDIP00647,SP00020,7,548262,3837834
HDIP00647,SP00091,9,149888,1348992
HDIP00647,SP00275,2,731262,1462524
HDIP00648,SP00282,5,412081,2060405
HDIP00648,SP00203,5,261965,1309825
HDIP00648,SP00137,10,385250,3852500
HDIP00648,SP00383,3,38805,116415
HDIP00648,SP00405,7,283093,1981651
HDIP00649,SP00280,8,815555,6524440
HDIP00649,SP00486,4,30247,120988
HDIP00649,SP00415,10,861324,8613240
HDIP00650,SP00245,1,389276,389276
HDIP00650,SP00265,2,445706,891412
HDIP00650,SP00066,8,124537,996296
HDIP00650,SP00400,1,563170,563170
HDIP00651,SP00457,1,393747,393747
HDIP00651,SP00157,8,232784,1862272
HDIP00651,SP00182,4,116834,467336
HDIP00651,SP00482,8,480249,3841992
HDIP00652,SP00330,3,806895,2420685
HDIP00652,SP00151,1,496203,496203
HDIP00652,SP00315,3,307589,922767
HDIP00653,SP00304,2,663763,1327526
HDIP00654,SP00280,7,815555,5708885
HDIP00654,SP00216,8,449315,3594520
HDIP00655,SP00304,7,663763,4646341
HDIP00655,SP00089,3,21932,65796
HDIP00655,SP00201,9,38290,344610
HDIP00655,SP00069,4,60260,241040
HDIP00656,SP00009,10,235892,2358920
HDIP00656,SP00248,2,696867,1393734
HDIP00656,SP00455,10,632137,6321370
HDIP00656,SP00383,6,38805,232830
HDIP00656,SP00006,7,308302,2158114
HDIP00657,SP00272,10,274539,2745390
HDIP00657,SP00436,8,597101,4776808
HDIP00657,SP00253,2,302082,604164
HDIP00657,SP00322,10,490608,4906080
HDIP00658,SP00063,6,470876,2825256
HDIP00658,SP00427,7,542785,3799495
HDIP00658,SP00464,1,578385,578385
HDIP00658,SP00192,7,72214,505498
HDIP00658,SP00159,8,66845,534760
HDIP00659,SP00468,6,56135,336810
HDIP00659,SP00476,6,291302,1747812
HDIP00659,SP00172,7,426366,2984562
HDIP00659,SP00189,4,108980,435920
HDIP00660,SP00050,7,768485,5379395
HDIP00660,SP00267,3,515722,1547166
HDIP00660,SP00252,3,88256,264768
HDIP00660,SP00093,8,533545,4268360
HDIP00661,SP00191,2,304098,608196
HDIP00661,SP00496,10,571121,5711210
HDIP00661,SP00013,5,418886,2094430
HDIP00662,SP00295,6,48163,288978
HDIP00662,SP00407,3,204157,612471
HDIP00662,SP00408,1,178582,178582
HDIP00662,SP00404,5,69812,349060
HDIP00663,SP00459,4,368795,1475180
HDIP00663,SP00316,2,501169,1002338
HDIP00663,SP00496,8,571121,4568968
HDIP00663,SP00296,6,289475,1736850
HDIP00663,SP00024,3,304051,912153
HDIP00664,SP00036,4,556903,2227612
HDIP00664,SP00091,8,149888,1199104
HDIP00665,SP00188,7,871829,6102803
HDIP00666,SP00313,2,644192,1288384
HDIP00667,SP00002,2,144923,289846
HDIP00668,SP00281,5,617146,3085730
HDIP00668,SP00003,2,90309,180618
HDIP00668,SP00063,4,470876,1883504
HDIP00668,SP00341,5,539286,2696430
HDIP00668,SP00270,1,278612,278612
HDIP00669,SP00277,2,272667,545334
HDIP00669,SP00317,1,600701,600701
HDIP00669,SP00020,5,548262,2741310
HDIP00669,SP00456,2,710537,1421074
HDIP00669,SP00278,3,317547,952641
HDIP00670,SP00079,5,488662,2443310
HDIP00670,SP00061,8,645349,5162792
HDIP00670,SP00289,10,652432,6524320
HDIP00671,SP00019,9,719300,6473700
HDIP00672,SP00431,7,624749,4373243
HDIP00672,SP00361,4,594377,2377508
HDIP00672,SP00451,9,50156,451404
HDIP00672,SP00312,10,208533,2085330
HDIP00672,SP00476,5,291302,1456510
HDIP00673,SP00110,7,877693,6143851
HDIP00673,SP00030,10,128609,1286090
HDIP00674,SP00275,1,731262,731262
HDIP00674,SP00364,2,250075,500150
HDIP00674,SP00067,8,260243,2081944
HDIP00674,SP00488,7,475493,3328451
HDIP00675,SP00293,10,498742,4987420
HDIP00675,SP00171,4,533754,2135016
HDIP00676,SP00105,10,355129,3551290
HDIP00676,SP00134,1,640268,640268
HDIP00677,SP00167,1,512433,512433
HDIP00677,SP00136,4,235872,943488
HDIP00678,SP00092,2,284169,568338
HDIP00678,SP00107,3,376160,1128480
HDIP00678,SP00004,9,78369,705321
HDIP00679,SP00163,9,402088,3618792
HDIP00679,SP00356,8,402907,3223256
HDIP00679,SP00479,1,123377,123377
HDIP00679,SP00156,6,732500,4395000
HDIP00679,SP00431,5,624749,3123745
HDIP00680,SP00393,9,231619,2084571
HDIP00680,SP00446,6,236843,1421058
HDIP00680,SP00304,5,663763,3318815
HDIP00680,SP00250,5,473332,2366660
HDIP00681,SP00362,5,55940,279700
HDIP00682,SP00080,3,112095,336285
HDIP00682,SP00170,7,506173,3543211
HDIP00682,SP00074,2,884392,1768784
HDIP00682,SP00086,7,624079,4368553
HDIP00683,SP00047,7,536042,3752294
HDIP00684,SP00091,3,149888,449664
HDIP00684,SP00169,1,36266,36266
HDIP00685,SP00428,6,504540,3027240
HDIP00686,SP00075,4,397143,1588572
HDIP00686,SP00472,7,892764,6249348
HDIP00687,SP00444,4,554752,2219008
HDIP00687,SP00177,8,259642,2077136
HDIP00687,SP00076,7,617604,4323228
HDIP00688,SP00358,9,256895,2312055
HDIP00688,SP00249,5,54314,271570
HDIP00689,SP00162,4,277458,1109832
HDIP00690,SP00019,8,719300,5754400
HDIP00690,SP00068,3,799080,2397240
HDIP00690,SP00214,8,148295,1186360
HDIP00690,SP00131,6,725774,4354644
HDIP00691,SP00334,1,81882,81882
HDIP00691,SP00477,4,212786,851144
HDIP00691,SP00162,3,277458,832374
HDIP00692,SP00207,10,438408,4384080
HDIP00692,SP00036,7,556903,3898321
HDIP00692,SP00343,9,929821,8368389
HDIP00692,SP00066,5,124537,622685
HDIP00692,SP00092,6,284169,1705014
HDIP00693,SP00227,2,105742,211484
HDIP00693,SP00245,2,389276,778552
HDIP00693,SP00368,4,328017,1312068
HDIP00693,SP00353,1,24109,24109
HDIP00694,SP00195,8,491930,3935440
HDIP00694,SP00266,10,481581,4815810
HDIP00694,SP00034,5,272807,1364035
HDIP00694,SP00303,10,73009,730090
HDIP00695,SP00061,5,645349,3226745
HDIP00695,SP00136,10,235872,2358720
HDIP00695,SP00199,10,289606,2896060
HDIP00695,SP00106,8,131225,1049800
HDIP00695,SP00346,4,680484,2721936
HDIP00696,SP00433,4,41945,167780
HDIP00696,SP00013,9,418886,3769974
HDIP00696,SP00323,9,783476,7051284
HDIP00696,SP00398,1,421361,421361
HDIP00697,SP00237,9,696555,6268995
HDIP00697,SP00456,9,710537,6394833
HDIP00697,SP00240,8,670940,5367520
HDIP00697,SP00109,9,450064,4050576
HDIP00697,SP00037,5,96131,480655
HDIP00698,SP00358,5,256895,1284475
HDIP00698,SP00262,2,149544,299088
HDIP00698,SP00427,8,542785,4342280
HDIP00698,SP00084,4,413846,1655384
HDIP00699,SP00217,1,222499,222499
HDIP00699,SP00383,9,38805,349245
HDIP00699,SP00235,9,341728,3075552
HDIP00700,SP00180,3,485030,1455090
HDIP00701,SP00312,9,208533,1876797
HDIP00701,SP00119,10,151147,1511470
HDIP00701,SP00171,2,533754,1067508
HDIP00701,SP00100,2,97323,194646
HDIP00702,SP00167,2,512433,1024866
HDIP00702,SP00222,4,395742,1582968
HDIP00702,SP00355,9,394330,3548970
HDIP00702,SP00006,4,308302,1233208
HDIP00702,SP00356,1,402907,402907
HDIP00703,SP00062,5,536059,2680295
HDIP00703,SP00187,7,685805,4800635
HDIP00703,SP00019,7,719300,5035100
HDIP00703,SP00021,8,145992,1167936
HDIP00704,SP00048,9,522844,4705596
HDIP00704,SP00321,6,743356,4460136
HDIP00704,SP00031,7,579473,4056311
HDIP00704,SP00438,3,227057,681171
HDIP00705,SP00357,1,835890,835890
HDIP00705,SP00475,6,576672,3460032
HDIP00706,SP00016,1,619646,619646
HDIP00706,SP00288,5,577119,2885595
HDIP00706,SP00175,3,260190,780570
HDIP00706,SP00347,10,193616,1936160
HDIP00707,SP00480,3,30700,92100
HDIP00707,SP00392,9,162319,1460871
HDIP00707,SP00052,4,427169,1708676
HDIP00707,SP00152,8,598197,4785576
HDIP00708,SP00286,6,498507,2991042
HDIP00708,SP00324,3,816745,2450235
HDIP00708,SP00362,4,55940,223760
HDIP00708,SP00391,4,399409,1597636
HDIP00708,SP00416,2,166691,333382
HDIP00709,SP00088,9,354517,3190653
HDIP00709,SP00297,5,429829,2149145
HDIP00709,SP00406,4,469201,1876804
HDIP00709,SP00465,3,232358,697074
HDIP00710,SP00169,9,36266,326394
HDIP00711,SP00310,5,802119,4010595
HDIP00711,SP00334,6,81882,491292
HDIP00711,SP00382,10,745606,7456060
HDIP00711,SP00396,5,94155,470775
HDIP00711,SP00208,7,187393,1311751
HDIP00712,SP00227,4,105742,422968
HDIP00712,SP00139,10,439939,4399390
HDIP00712,SP00398,5,421361,2106805
HDIP00713,SP00389,8,350093,2800744
HDIP00713,SP00255,4,682698,2730792
HDIP00714,SP00235,10,341728,3417280
HDIP00714,SP00075,3,397143,1191429
HDIP00714,SP00161,8,338789,2710312
HDIP00715,SP00023,8,235895,1887160
HDIP00715,SP00112,9,774570,6971130
HDIP00715,SP00234,10,160876,1608760
HDIP00715,SP00297,7,429829,3008803
HDIP00715,SP00442,2,127378,254756
HDIP00716,SP00340,7,688889,4822223
HDIP00716,SP00398,2,421361,842722
HDIP00716,SP00352,2,353573,707146
HDIP00716,SP00037,7,96131,672917
HDIP00716,SP00166,7,597235,4180645
HDIP00717,SP00174,1,214969,214969
HDIP00717,SP00453,9,763110,6867990
HDIP00717,SP00193,4,682004,2728016
HDIP00717,SP00237,8,696555,5572440
HDIP00717,SP00240,9,670940,6038460
HDIP00718,SP00019,9,719300,6473700
HDIP00719,SP00108,8,698536,5588288
HDIP00720,SP00087,2,276596,553192
HDIP00720,SP00287,6,75628,453768
HDIP00720,SP00328,10,113091,1130910
HDIP00720,SP00375,1,791648,791648
HDIP00721,SP00117,8,167237,1337896
HDIP00721,SP00166,2,597235,1194470
HDIP00721,SP00394,7,497163,3480141
HDIP00722,SP00330,2,806895,1613790
HDIP00722,SP00399,5,164289,821445
HDIP00722,SP00137,1,385250,385250
HDIP00723,SP00409,8,761984,6095872
HDIP00723,SP00221,8,117686,941488
HDIP00724,SP00143,10,605292,6052920
HDIP00724,SP00141,3,512710,1538130
HDIP00724,SP00217,6,222499,1334994
HDIP00724,SP00356,7,402907,2820349
HDIP00724,SP00025,7,812643,5688501
HDIP00725,SP00008,3,564479,1693437
HDIP00725,SP00488,9,475493,4279437
HDIP00725,SP00236,8,194951,1559608
HDIP00726,SP00296,7,289475,2026325
HDIP00726,SP00314,9,422929,3806361
HDIP00726,SP00096,9,187389,1686501
HDIP00726,SP00231,8,510743,4085944
HDIP00727,SP00130,1,477422,477422
HDIP00727,SP00080,6,112095,672570
HDIP00727,SP00261,9,495274,4457466
HDIP00727,SP00288,4,577119,2308476
HDIP00727,SP00224,9,126323,1136907
HDIP00728,SP00095,5,842856,4214280
HDIP00728,SP00295,10,48163,481630
HDIP00729,SP00184,9,601036,5409324
HDIP00729,SP00136,1,235872,235872
HDIP00729,SP00367,3,641616,1924848
HDIP00729,SP00363,9,546095,4914855
HDIP00729,SP00119,1,151147,151147
HDIP00730,SP00052,3,427169,1281507
HDIP00730,SP00234,8,160876,1287008
HDIP00731,SP00321,1,743356,743356
HDIP00732,SP00178,10,641193,6411930
HDIP00732,SP00494,5,74459,372295
HDIP00733,SP00428,1,504540,504540
HDIP00734,SP00348,9,323870,2914830
HDIP00734,SP00176,3,273844,821532
HDIP00734,SP00472,1,892764,892764
HDIP00735,SP00122,6,349298,2095788
HDIP00735,SP00161,10,338789,3387890
HDIP00736,SP00229,4,658549,2634196
HDIP00736,SP00204,9,355187,3196683
HDIP00737,SP00354,9,597802,5380218
HDIP00737,SP00436,9,597101,5373909
HDIP00737,SP00401,2,20772,41544
HDIP00737,SP00104,2,84433,168866
HDIP00738,SP00303,2,73009,146018
HDIP00738,SP00035,5,636014,3180070
HDIP00738,SP00239,10,293243,2932430
HDIP00738,SP00253,5,302082,1510410
HDIP00739,SP00467,10,683606,6836060
HDIP00739,SP00267,10,515722,5157220
HDIP00739,SP00256,1,43788,43788
HDIP00740,SP00284,7,457265,3200855
HDIP00740,SP00483,10,181807,1818070
HDIP00741,SP00407,2,204157,408314
HDIP00741,SP00212,8,232586,1860688
HDIP00741,SP00238,3,681823,2045469
HDIP00741,SP00482,5,480249,2401245
HDIP00741,SP00258,1,728478,728478
HDIP00742,SP00042,1,561360,561360
HDIP00742,SP00149,1,306323,306323
HDIP00743,SP00233,9,250609,2255481
HDIP00743,SP00275,6,731262,4387572
HDIP00744,SP00459,9,368795,3319155
HDIP00744,SP00244,8,434108,3472864
HDIP00744,SP00133,7,381436,2670052
HDIP00744,SP00319,2,513590,1027180
HDIP00745,SP00082,8,670756,5366048
HDIP00745,SP00480,1,30700,30700
HDIP00745,SP00390,1,300359,300359
HDIP00745,SP00094,6,24280,145680
HDIP00745,SP00036,1,556903,556903
HDIP00746,SP00338,6,496110,2976660
HDIP00746,SP00458,2,881738,1763476
HDIP00746,SP00015,2,481046,962092
HDIP00746,SP00033,4,311596,1246384
HDIP00746,SP00335,1,325086,325086
HDIP00747,SP00481,10,495702,4957020
HDIP00747,SP00429,10,462537,4625370
HDIP00747,SP00373,2,366907,733814
HDIP00748,SP00179,10,429173,4291730
HDIP00748,SP00016,2,619646,1239292
HDIP00748,SP00084,8,413846,3310768
HDIP00749,SP00361,6,594377,3566262
HDIP00749,SP00097,5,126191,630955
HDIP00749,SP00032,8,723919,5791352
HDIP00749,SP00349,10,284895,2848950
HDIP00750,SP00375,5,791648,3958240
HDIP00750,SP00062,1,536059,536059
HDIP00750,SP00342,8,62258,498064
HDIP00750,SP00480,6,30700,184200
HDIP00750,SP00250,10,473332,4733320
HDIP00751,SP00092,1,284169,284169
HDIP00751,SP00066,7,124537,871759
HDIP00752,SP00208,5,187393,936965
HDIP00752,SP00147,5,840960,4204800
HDIP00753,SP00128,7,891235,6238645
HDIP00753,SP00266,5,481581,2407905
HDIP00754,SP00248,9,696867,6271803
HDIP00754,SP00241,2,53309,106618
HDIP00755,SP00021,6,145992,875952
HDIP00755,SP00411,1,472831,472831
HDIP00755,SP00132,10,535876,5358760
HDIP00756,SP00471,7,546488,3825416
HDIP00756,SP00174,6,214969,1289814
HDIP00757,SP00017,8,237534,1900272
HDIP00757,SP00034,6,272807,1636842
HDIP00757,SP00253,1,302082,302082
HDIP00757,SP00246,3,446693,1340079
HDIP00758,SP00289,8,652432,5219456
HDIP00758,SP00309,6,180971,1085826
HDIP00758,SP00413,3,328192,984576
HDIP00758,SP00495,4,217803,871212
HDIP00758,SP00207,5,438408,2192040
HDIP00759,SP00395,6,637511,3825066
HDIP00759,SP00033,5,311596,1557980
HDIP00760,SP00004,2,78369,156738
HDIP00760,SP00337,10,709273,7092730
HDIP00761,SP00224,5,126323,631615
HDIP00761,SP00476,5,291302,1456510
HDIP00761,SP00226,2,114784,229568
HDIP00761,SP00132,9,535876,4822884
HDIP00762,SP00212,8,232586,1860688
HDIP00762,SP00475,10,576672,5766720
HDIP00762,SP00453,7,763110,5341770
HDIP00762,SP00334,5,81882,409410
HDIP00762,SP00470,3,34918,104754
HDIP00763,SP00280,4,815555,3262220
HDIP00763,SP00354,5,597802,2989010
HDIP00763,SP00215,2,635234,1270468
HDIP00764,SP00224,6,126323,757938
HDIP00764,SP00339,2,543201,1086402
HDIP00764,SP00093,3,533545,1600635
HDIP00764,SP00401,4,20772,83088
HDIP00764,SP00162,8,277458,2219664
HDIP00765,SP00275,1,731262,731262
HDIP00765,SP00374,5,309009,1545045
HDIP00766,SP00061,5,645349,3226745
HDIP00766,SP00333,9,607506,5467554
HDIP00767,SP00420,2,694277,1388554
HDIP00768,SP00356,1,402907,402907
HDIP00768,SP00388,2,100625,201250
HDIP00768,SP00113,7,180714,1264998
HDIP00769,SP00212,8,232586,1860688
HDIP00769,SP00297,1,429829,429829
HDIP00769,SP00406,3,469201,1407603
HDIP00769,SP00326,3,114159,342477
HDIP00769,SP00495,3,217803,653409
HDIP00770,SP00359,1,478848,478848
HDIP00770,SP00480,9,30700,276300
HDIP00770,SP00434,4,449859,1799436
HDIP00771,SP00005,3,403643,1210929
HDIP00772,SP00014,1,412918,412918
HDIP00773,SP00084,9,413846,3724614
HDIP00774,SP00378,7,368581,2580067
HDIP00774,SP00067,7,260243,1821701
HDIP00774,SP00007,6,803666,4821996
HDIP00774,SP00385,4,707964,2831856
HDIP00775,SP00257,5,226229,1131145
HDIP00776,SP00318,4,672188,2688752
HDIP00777,SP00495,3,217803,653409
HDIP00777,SP00353,3,24109,72327
HDIP00777,SP00311,4,748508,2994032
HDIP00777,SP00113,7,180714,1264998
HDIP00777,SP00322,2,490608,981216
HDIP00778,SP00183,4,680313,2721252
HDIP00779,SP00282,4,412081,1648324
HDIP00779,SP00169,2,36266,72532
HDIP00779,SP00099,7,426341,2984387
HDIP00780,SP00193,4,682004,2728016
HDIP00780,SP00253,9,302082,2718738
HDIP00780,SP00405,10,283093,2830930
HDIP00781,SP00352,9,353573,3182157
HDIP00781,SP00361,9,594377,5349393
HDIP00781,SP00139,2,439939,879878
HDIP00781,SP00250,4,473332,1893328
HDIP00782,SP00445,1,97858,97858
HDIP00782,SP00486,10,30247,302470
HDIP00782,SP00370,7,658411,4608877
HDIP00783,SP00496,2,571121,1142242
HDIP00783,SP00236,1,194951,194951
HDIP00783,SP00443,8,444397,3555176
HDIP00783,SP00313,1,644192,644192
HDIP00784,SP00064,10,62405,624050
HDIP00784,SP00485,6,492035,2952210
HDIP00784,SP00357,3,835890,2507670
HDIP00784,SP00483,5,181807,909035
HDIP00784,SP00444,4,554752,2219008
HDIP00785,SP00360,3,461949,1385847
HDIP00785,SP00446,2,236843,473686
HDIP00785,SP00047,8,536042,4288336
HDIP00785,SP00361,5,594377,2971885
HDIP00785,SP00362,5,55940,279700
HDIP00786,SP00468,10,56135,561350
HDIP00786,SP00197,3,644239,1932717
HDIP00787,SP00268,5,526352,2631760
HDIP00788,SP00182,10,116834,1168340
HDIP00788,SP00385,4,707964,2831856
HDIP00789,SP00498,7,170872,1196104
HDIP00789,SP00150,4,317521,1270084
HDIP00789,SP00256,6,43788,262728
HDIP00789,SP00355,9,394330,3548970
HDIP00789,SP00345,7,64030,448210
HDIP00790,SP00102,3,666569,1999707
HDIP00790,SP00165,4,305998,1223992
HDIP00790,SP00051,1,706442,706442
HDIP00791,SP00441,8,708851,5670808
HDIP00791,SP00461,7,707166,4950162
HDIP00791,SP00395,7,637511,4462577
HDIP00791,SP00365,4,110068,440272
HDIP00792,SP00458,9,881738,7935642
HDIP00793,SP00464,9,578385,5205465
HDIP00793,SP00400,1,563170,563170
HDIP00794,SP00200,5,508167,2540835
HDIP00794,SP00494,10,74459,744590
HDIP00794,SP00363,2,546095,1092190
HDIP00795,SP00005,4,403643,1614572
HDIP00795,SP00249,2,54314,108628
HDIP00795,SP00410,4,437011,1748044
HDIP00795,SP00383,10,38805,388050
HDIP00795,SP00357,2,835890,1671780
HDIP00796,SP00421,10,893503,8935030
HDIP00796,SP00087,7,276596,1936172
HDIP00796,SP00453,8,763110,6104880
HDIP00796,SP00347,3,193616,580848
HDIP00796,SP00076,6,617604,3705624
HDIP00797,SP00105,10,355129,3551290
HDIP00797,SP00373,4,366907,1467628
HDIP00798,SP00161,4,338789,1355156
HDIP00798,SP00017,8,237534,1900272
HDIP00798,SP00468,9,56135,505215
HDIP00798,SP00217,4,222499,889996
HDIP00798,SP00478,1,618435,618435
HDIP00799,SP00180,1,485030,485030
HDIP00799,SP00169,2,36266,72532
HDIP00800,SP00485,7,492035,3444245
HDIP00800,SP00120,2,253273,506546
HDIP00800,SP00203,10,261965,2619650
HDIP00801,SP00294,5,315942,1579710
HDIP00801,SP00078,4,73733,294932
HDIP00801,SP00378,4,368581,1474324
HDIP00802,SP00251,6,478550,2871300
HDIP00802,SP00289,1,652432,652432
HDIP00802,SP00396,5,94155,470775
HDIP00802,SP00341,4,539286,2157144
HDIP00802,SP00423,8,592031,4736248
HDIP00803,SP00158,2,184258,368516
HDIP00803,SP00258,6,728478,4370868
HDIP00803,SP00188,1,871829,871829
HDIP00803,SP00185,3,757019,2271057
HDIP00804,SP00427,5,542785,2713925
HDIP00804,SP00436,8,597101,4776808
HDIP00804,SP00194,7,454753,3183271
HDIP00804,SP00009,4,235892,943568
HDIP00805,SP00432,4,475298,1901192
HDIP00806,SP00399,3,164289,492867
HDIP00806,SP00337,10,709273,7092730
HDIP00807,SP00397,2,483703,967406
HDIP00807,SP00347,7,193616,1355312
HDIP00807,SP00283,9,518599,4667391
HDIP00808,SP00176,10,273844,2738440
HDIP00809,SP00405,3,283093,849279
HDIP00809,SP00371,10,104463,1044630
HDIP00809,SP00019,4,719300,2877200
HDIP00809,SP00059,7,194135,1358945
HDIP00809,SP00190,3,828610,2485830
HDIP00810,SP00228,1,614708,614708
HDIP00810,SP00384,5,32263,161315
HDIP00810,SP00089,7,21932,153524
HDIP00811,SP00191,9,304098,2736882
HDIP00811,SP00065,9,185398,1668582
HDIP00811,SP00204,3,355187,1065561
HDIP00812,SP00151,1,496203,496203
HDIP00812,SP00461,3,707166,2121498
HDIP00812,SP00121,1,323792,323792
HDIP00812,SP00427,3,542785,1628355
HDIP00813,SP00298,4,129985,519940
HDIP00813,SP00130,9,477422,4296798
HDIP00813,SP00278,6,317547,1905282
HDIP00814,SP00392,5,162319,811595
HDIP00814,SP00435,6,386869,2321214
HDIP00814,SP00130,5,477422,2387110
HDIP00814,SP00266,6,481581,2889486
HDIP00814,SP00264,4,494860,1979440
HDIP00815,SP00188,3,871829,2615487
HDIP00816,SP00489,9,259079,2331711
HDIP00816,SP00466,7,674240,4719680
HDIP00816,SP00034,1,272807,272807
HDIP00816,SP00018,10,139141,1391410
HDIP00817,SP00258,5,728478,3642390
HDIP00817,SP00411,7,472831,3309817
HDIP00818,SP00424,4,338765,1355060
HDIP00818,SP00470,4,34918,139672
HDIP00818,SP00380,4,255797,1023188
HDIP00819,SP00261,9,495274,4457466
HDIP00819,SP00328,9,113091,1017819
HDIP00819,SP00403,3,438096,1314288
HDIP00820,SP00439,4,217247,868988
HDIP00820,SP00255,4,682698,2730792
HDIP00820,SP00013,3,418886,1256658
HDIP00821,SP00435,1,386869,386869
HDIP00821,SP00413,2,328192,656384
HDIP00821,SP00061,4,645349,2581396
